"Kód štátu";"Názov štátu";"Pohlavie";"Vek";"Vzdelanie";"Súčasná ekonomická aktivita";"abs."
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;príjemca kapitálových príjmov;9
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;iná;4
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné;nezistené;13
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné;pracujúci (okrem dôchodcov);6099
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné;pracujúci dôchodca;227
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné;osoba na materskej dovolenke;8
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné;osoba na rodičovskej dovolenke;15
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné;nezamestnaný;320
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné;študent vysokej školy;12
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné;osoba v domácnosti;191
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné;dôchodca;103
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné;príjemca kapitálových príjmov;21
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou odborné;iná;28
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou všeobecné;nezistené;7
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou všeobecné;pracujúci (okrem dôchodcov);1240
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou všeobecné;pracujúci dôchodca;43
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou všeobecné;osoba na materskej dovolenke;3
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou všeobecné;osoba na rodičovskej dovolenke;2
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou všeobecné;nezamestnaný;79
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou všeobecné;študent vysokej školy;5
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou všeobecné;osoba v domácnosti;72
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou všeobecné;dôchodca;28
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou všeobecné;príjemca kapitálových príjmov;2
SK0;Slovenská republika;muž;43;úplné stredné vzdelanie s maturitou všeobecné;iná;3
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);nezistené;2
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);pracujúci (okrem dôchodcov);2616
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);pracujúci dôchodca;114
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);osoba na materskej dovolenke;5
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);osoba na rodičovskej dovolenke;5
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);nezamestnaný;141
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);študent vysokej školy;7
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);osoba v domácnosti;94
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);dôchodca;32
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);príjemca kapitálových príjmov;13
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);iná;1
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);nezistené;2
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);pracujúci (okrem dôchodcov);257
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);pracujúci dôchodca;11
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);osoba na rodičovskej dovolenke;1
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);nezamestnaný;12
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);študent vysokej školy;3
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);osoba v domácnosti;8
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);dôchodca;6
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);pracujúci (okrem dôchodcov);237
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);pracujúci dôchodca;11
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);osoba na materskej dovolenke;2
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);nezamestnaný;7
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);študent vysokej školy;1
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);osoba v domácnosti;7
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);dôchodca;4
SK0;Slovenská republika;muž;43;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);príjemca kapitálových príjmov;5
SK0;Slovenská republika;muž;43;vysokoškolské vzdelanie - 1. stupeň (Bc.);nezistené;2
SK0;Slovenská republika;muž;43;vysokoškolské vzdelanie - 1. stupeň (Bc.);pracujúci (okrem dôchodcov);840
SK0;Slovenská republika;muž;43;vysokoškolské vzdelanie - 1. stupeň (Bc.);pracujúci dôchodca;27
SK0;Slovenská republika;muž;43;vysokoškolské vzdelanie - 1. stupeň (Bc.);osoba na materskej dovolenke;3
SK0;Slovenská republika;muž;43;vysokoškolské vzdelanie - 1. stupeň (Bc.);osoba na rodičovskej dovolenke;5
SK0;Slovenská republika;muž;43;vysokoškolské vzdelanie - 1. stupeň (Bc.);nezamestnaný;35
SK0;Slovenská republika;muž;43;vysokoškolské vzdelanie - 1. stupeň (Bc.);študent vysokej školy;29
SK0;Slovenská republika;muž;43;vysokoškolské vzdelanie - 1. stupeň (Bc.);osoba v domácnosti;30
SK0;Slovenská republika;muž;43;vysokoškolské vzdelanie - 1. stupeň (Bc.);dôchodca;6
SK0;Slovenská republika;muž;43;vysokoškolské vzdelanie - 1. stupeň (Bc.);príjemca kapitálových príjmov;8
SK0;Slovenská republika;muž;43;vysokoškolské vzdelanie - 1. stupeň (Bc.);iná;4
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";nezistené;62
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";pracujúci (okrem dôchodcov);8069
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";pracujúci dôchodca;197
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";osoba na materskej dovolenke;19
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";osoba na rodičovskej dovolenke;28
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";nezamestnaný;196
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";študent vysokej školy;12
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";osoba v domácnosti;171
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";dôchodca;38
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";príjemca kapitálových príjmov;97
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";iná;8
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";nezistené;2
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";pracujúci (okrem dôchodcov);752
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";pracujúci dôchodca;12
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";osoba na materskej dovolenke;2
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";osoba na rodičovskej dovolenke;3
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";nezamestnaný;17
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";študent vysokej školy;5
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";osoba v domácnosti;6
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";dôchodca;2
SK0;Slovenská republika;muž;43;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";príjemca kapitálových príjmov;8
SK0;Slovenská republika;muž;43;bez školského vzdelania – osoby vo veku 15 rokov a viac;nezistené;3
SK0;Slovenská republika;muž;43;bez školského vzdelania – osoby vo veku 15 rokov a viac;pracujúci (okrem dôchodcov);25
SK0;Slovenská republika;muž;43;bez školského vzdelania – osoby vo veku 15 rokov a viac;osoba na materskej dovolenke;1
SK0;Slovenská republika;muž;43;bez školského vzdelania – osoby vo veku 15 rokov a viac;nezamestnaný;14
SK0;Slovenská republika;muž;43;bez školského vzdelania – osoby vo veku 15 rokov a viac;osoba v domácnosti;15
SK0;Slovenská republika;muž;43;bez školského vzdelania – osoby vo veku 15 rokov a viac;dôchodca;96
SK0;Slovenská republika;muž;43;bez školského vzdelania – osoby vo veku 15 rokov a viac;iná;2
SK0;Slovenská republika;muž;44;nezistené;nezistené;1396
SK0;Slovenská republika;muž;44;nezistené;pracujúci (okrem dôchodcov);1360
SK0;Slovenská republika;muž;44;nezistené;pracujúci dôchodca;56
SK0;Slovenská republika;muž;44;nezistené;osoba na rodičovskej dovolenke;2
SK0;Slovenská republika;muž;44;nezistené;osoba v domácnosti;47
SK0;Slovenská republika;muž;44;nezistené;dôchodca;87
SK0;Slovenská republika;muž;44;nezistené;príjemca kapitálových príjmov;6
SK0;Slovenská republika;muž;44;nezistené;iná;5
SK0;Slovenská republika;muž;44;základné vzdelanie (bližšie neuvedené);nezistené;5
SK0;Slovenská republika;muž;44;základné vzdelanie (bližšie neuvedené);pracujúci (okrem dôchodcov);2
SK0;Slovenská republika;muž;44;základné vzdelanie (bližšie neuvedené);pracujúci dôchodca;1
SK0;Slovenská republika;muž;44;základné vzdelanie (bližšie neuvedené);nezamestnaný;61
SK0;Slovenská republika;muž;44;základné vzdelanie (bližšie neuvedené);dôchodca;1
SK0;Slovenská republika;muž;44;základné vzdelanie (bližšie neuvedené);iná;1
SK0;Slovenská republika;muž;44;základné vzdelanie - 1. stupeň základnej školy;nezistené;5
SK0;Slovenská republika;muž;44;základné vzdelanie - 1. stupeň základnej školy;pracujúci (okrem dôchodcov);318
SK0;Slovenská republika;muž;44;základné vzdelanie - 1. stupeň základnej školy;pracujúci dôchodca;16
SK0;Slovenská republika;muž;44;základné vzdelanie - 1. stupeň základnej školy;osoba na rodičovskej dovolenke;1
SK0;Slovenská republika;muž;44;základné vzdelanie - 1. stupeň základnej školy;nezamestnaný;142
SK0;Slovenská republika;muž;44;základné vzdelanie - 1. stupeň základnej školy;osoba v domácnosti;161
SK0;Slovenská republika;muž;44;základné vzdelanie - 1. stupeň základnej školy;dôchodca;92
SK0;Slovenská republika;muž;44;základné vzdelanie - 1. stupeň základnej školy;príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;44;základné vzdelanie - 1. stupeň základnej školy;iná;7
SK0;Slovenská republika;muž;44;základné vzdelanie - 2. stupeň základnej školy;nezistené;48
SK0;Slovenská republika;muž;44;základné vzdelanie - 2. stupeň základnej školy;pracujúci (okrem dôchodcov);1235
SK0;Slovenská republika;muž;44;základné vzdelanie - 2. stupeň základnej školy;pracujúci dôchodca;86
SK0;Slovenská republika;muž;44;základné vzdelanie - 2. stupeň základnej školy;osoba na materskej dovolenke;1
SK0;Slovenská republika;muž;44;základné vzdelanie - 2. stupeň základnej školy;osoba na rodičovskej dovolenke;4
SK0;Slovenská republika;muž;44;základné vzdelanie - 2. stupeň základnej školy;nezamestnaný;475
SK0;Slovenská republika;muž;44;základné vzdelanie - 2. stupeň základnej školy;osoba v domácnosti;497
SK0;Slovenská republika;muž;44;základné vzdelanie - 2. stupeň základnej školy;dôchodca;249
SK0;Slovenská republika;muž;44;základné vzdelanie - 2. stupeň základnej školy;príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;44;základné vzdelanie - 2. stupeň základnej školy;iná;59
SK0;Slovenská republika;muž;44;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);pracujúci (okrem dôchodcov);41
SK0;Slovenská republika;muž;44;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);pracujúci dôchodca;3
SK0;Slovenská republika;muž;44;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);nezamestnaný;82
SK0;Slovenská republika;muž;44;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);dôchodca;4
SK0;Slovenská republika;muž;44;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);iná;30
SK0;Slovenská republika;muž;44;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);nezistené;2
SK0;Slovenská republika;muž;44;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci (okrem dôchodcov);534
SK0;Slovenská republika;muž;44;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci dôchodca;29
SK0;Slovenská republika;muž;44;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);osoba na rodičovskej dovolenke;1
