"Kód štátu";"Názov štátu";"Pohlavie";"Vek";"Vzdelanie";"Súčasná ekonomická aktivita";"abs."
SK0;Slovenská republika;muž;68;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);dôchodca;670
SK0;Slovenská republika;muž;68;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);pracujúci dôchodca;56
SK0;Slovenská republika;muž;68;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);dôchodca;146
SK0;Slovenská republika;muž;68;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);pracujúci dôchodca;73
SK0;Slovenská republika;muž;68;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);dôchodca;147
SK0;Slovenská republika;muž;68;vysokoškolské vzdelanie (bližšie neuvedené);dôchodca;1
SK0;Slovenská republika;muž;68;vysokoškolské vzdelanie - 1. stupeň (Bc.);pracujúci dôchodca;40
SK0;Slovenská republika;muž;68;vysokoškolské vzdelanie - 1. stupeň (Bc.);dôchodca;111
SK0;Slovenská republika;muž;68;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";pracujúci dôchodca;2015
SK0;Slovenská republika;muž;68;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";dôchodca;2713
SK0;Slovenská republika;muž;68;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;68;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";pracujúci dôchodca;305
SK0;Slovenská republika;muž;68;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";dôchodca;202
SK0;Slovenská republika;muž;68;bez školského vzdelania – osoby vo veku 15 rokov a viac;pracujúci dôchodca;3
SK0;Slovenská republika;muž;68;bez školského vzdelania – osoby vo veku 15 rokov a viac;dôchodca;39
SK0;Slovenská republika;muž;69;nezistené;pracujúci dôchodca;117
SK0;Slovenská republika;muž;69;nezistené;dôchodca;785
SK0;Slovenská republika;muž;69;základné vzdelanie (bližšie neuvedené);pracujúci dôchodca;6
SK0;Slovenská republika;muž;69;základné vzdelanie (bližšie neuvedené);dôchodca;28
SK0;Slovenská republika;muž;69;základné vzdelanie - 1. stupeň základnej školy;pracujúci dôchodca;33
SK0;Slovenská republika;muž;69;základné vzdelanie - 1. stupeň základnej školy;dôchodca;330
SK0;Slovenská republika;muž;69;základné vzdelanie - 2. stupeň základnej školy;pracujúci dôchodca;259
SK0;Slovenská republika;muž;69;základné vzdelanie - 2. stupeň základnej školy;dôchodca;1979
SK0;Slovenská republika;muž;69;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);dôchodca;3
SK0;Slovenská republika;muž;69;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci dôchodca;60
SK0;Slovenská republika;muž;69;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);dôchodca;489
SK0;Slovenská republika;muž;69;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;pracujúci dôchodca;1438
SK0;Slovenská republika;muž;69;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;dôchodca;8647
SK0;Slovenská republika;muž;69;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;pracujúci dôchodca;131
SK0;Slovenská republika;muž;69;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;dôchodca;602
SK0;Slovenská republika;muž;69;úplné stredné vzdelanie s maturitou (bližšie neuvedené);pracujúci dôchodca;8
SK0;Slovenská republika;muž;69;úplné stredné vzdelanie s maturitou (bližšie neuvedené);dôchodca;26
SK0;Slovenská republika;muž;69;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;pracujúci dôchodca;381
SK0;Slovenská republika;muž;69;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;dôchodca;1467
SK0;Slovenská republika;muž;69;úplné stredné vzdelanie s maturitou odborné;pracujúci dôchodca;955
SK0;Slovenská republika;muž;69;úplné stredné vzdelanie s maturitou odborné;dôchodca;2994
SK0;Slovenská republika;muž;69;úplné stredné vzdelanie s maturitou všeobecné;pracujúci dôchodca;130
SK0;Slovenská republika;muž;69;úplné stredné vzdelanie s maturitou všeobecné;dôchodca;514
SK0;Slovenská republika;muž;69;úplné stredné vzdelanie s maturitou všeobecné;iná;1
SK0;Slovenská republika;muž;69;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);pracujúci dôchodca;284
SK0;Slovenská republika;muž;69;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);dôchodca;711
SK0;Slovenská republika;muž;69;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);pracujúci dôchodca;57
SK0;Slovenská republika;muž;69;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);dôchodca;174
SK0;Slovenská republika;muž;69;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);pracujúci dôchodca;63
SK0;Slovenská republika;muž;69;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);dôchodca;157
SK0;Slovenská republika;muž;69;vysokoškolské vzdelanie - 1. stupeň (Bc.);pracujúci dôchodca;32
SK0;Slovenská republika;muž;69;vysokoškolské vzdelanie - 1. stupeň (Bc.);dôchodca;85
SK0;Slovenská republika;muž;69;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";pracujúci dôchodca;1839
SK0;Slovenská republika;muž;69;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";dôchodca;2501
SK0;Slovenská republika;muž;69;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";príjemca kapitálových príjmov;3
SK0;Slovenská republika;muž;69;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";pracujúci dôchodca;320
SK0;Slovenská republika;muž;69;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";dôchodca;220
SK0;Slovenská republika;muž;69;bez školského vzdelania – osoby vo veku 15 rokov a viac;dôchodca;46
SK0;Slovenská republika;muž;70;nezistené;pracujúci dôchodca;93
SK0;Slovenská republika;muž;70;nezistené;dôchodca;688
SK0;Slovenská republika;muž;70;nezistené;príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;70;základné vzdelanie (bližšie neuvedené);pracujúci dôchodca;3
SK0;Slovenská republika;muž;70;základné vzdelanie (bližšie neuvedené);dôchodca;36
SK0;Slovenská republika;muž;70;základné vzdelanie - 1. stupeň základnej školy;pracujúci dôchodca;26
SK0;Slovenská republika;muž;70;základné vzdelanie - 1. stupeň základnej školy;dôchodca;317
SK0;Slovenská republika;muž;70;základné vzdelanie - 2. stupeň základnej školy;pracujúci dôchodca;197
SK0;Slovenská republika;muž;70;základné vzdelanie - 2. stupeň základnej školy;dôchodca;1749
SK0;Slovenská republika;muž;70;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);dôchodca;3
SK0;Slovenská republika;muž;70;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci dôchodca;66
SK0;Slovenská republika;muž;70;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);dôchodca;529
SK0;Slovenská republika;muž;70;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;70;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;pracujúci dôchodca;1213
SK0;Slovenská republika;muž;70;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;dôchodca;7868
SK0;Slovenská republika;muž;70;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;pracujúci dôchodca;103
SK0;Slovenská republika;muž;70;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;dôchodca;569
SK0;Slovenská republika;muž;70;úplné stredné vzdelanie s maturitou (bližšie neuvedené);pracujúci dôchodca;8
SK0;Slovenská republika;muž;70;úplné stredné vzdelanie s maturitou (bližšie neuvedené);dôchodca;45
SK0;Slovenská republika;muž;70;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;pracujúci dôchodca;293
SK0;Slovenská republika;muž;70;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;dôchodca;1415
SK0;Slovenská republika;muž;70;úplné stredné vzdelanie s maturitou odborné;pracujúci dôchodca;885
SK0;Slovenská republika;muž;70;úplné stredné vzdelanie s maturitou odborné;dôchodca;2944
SK0;Slovenská republika;muž;70;úplné stredné vzdelanie s maturitou odborné;príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;70;úplné stredné vzdelanie s maturitou všeobecné;pracujúci dôchodca;132
SK0;Slovenská republika;muž;70;úplné stredné vzdelanie s maturitou všeobecné;dôchodca;595
SK0;Slovenská republika;muž;70;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);pracujúci dôchodca;197
SK0;Slovenská republika;muž;70;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);dôchodca;646
SK0;Slovenská republika;muž;70;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);pracujúci dôchodca;58
SK0;Slovenská republika;muž;70;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);dôchodca;151
SK0;Slovenská republika;muž;70;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);pracujúci dôchodca;66
SK0;Slovenská republika;muž;70;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);dôchodca;146
SK0;Slovenská republika;muž;70;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;70;vysokoškolské vzdelanie (bližšie neuvedené);dôchodca;3
SK0;Slovenská republika;muž;70;vysokoškolské vzdelanie - 1. stupeň (Bc.);pracujúci dôchodca;39
SK0;Slovenská republika;muž;70;vysokoškolské vzdelanie - 1. stupeň (Bc.);dôchodca;105
SK0;Slovenská republika;muž;70;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";pracujúci dôchodca;1503
SK0;Slovenská republika;muž;70;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";dôchodca;2428
SK0;Slovenská republika;muž;70;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";príjemca kapitálových príjmov;3
SK0;Slovenská republika;muž;70;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";pracujúci dôchodca;284
SK0;Slovenská republika;muž;70;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";dôchodca;194
SK0;Slovenská republika;muž;70;bez školského vzdelania – osoby vo veku 15 rokov a viac;pracujúci dôchodca;1
SK0;Slovenská republika;muž;70;bez školského vzdelania – osoby vo veku 15 rokov a viac;dôchodca;34
SK0;Slovenská republika;muž;71;nezistené;pracujúci dôchodca;88
SK0;Slovenská republika;muž;71;nezistené;dôchodca;564
SK0;Slovenská republika;muž;71;základné vzdelanie (bližšie neuvedené);dôchodca;26
SK0;Slovenská republika;muž;71;základné vzdelanie - 1. stupeň základnej školy;pracujúci dôchodca;16
SK0;Slovenská republika;muž;71;základné vzdelanie - 1. stupeň základnej školy;dôchodca;234
SK0;Slovenská republika;muž;71;základné vzdelanie - 2. stupeň základnej školy;pracujúci dôchodca;144
SK0;Slovenská republika;muž;71;základné vzdelanie - 2. stupeň základnej školy;dôchodca;1458
SK0;Slovenská republika;muž;71;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);dôchodca;3
SK0;Slovenská republika;muž;71;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci dôchodca;58
SK0;Slovenská republika;muž;71;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);dôchodca;410
SK0;Slovenská republika;muž;71;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;pracujúci dôchodca;964
SK0;Slovenská republika;muž;71;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;dôchodca;7036
SK0;Slovenská republika;muž;71;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;pracujúci dôchodca;97
SK0;Slovenská republika;muž;71;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;dôchodca;515
SK0;Slovenská republika;muž;71;úplné stredné vzdelanie s maturitou (bližšie neuvedené);pracujúci dôchodca;1
SK0;Slovenská republika;muž;71;úplné stredné vzdelanie s maturitou (bližšie neuvedené);dôchodca;43
SK0;Slovenská republika;muž;71;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;pracujúci dôchodca;237
SK0;Slovenská republika;muž;71;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;dôchodca;1211
SK0;Slovenská republika;muž;71;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;71;úplné stredné vzdelanie s maturitou odborné;pracujúci dôchodca;669
SK0;Slovenská republika;muž;71;úplné stredné vzdelanie s maturitou odborné;dôchodca;2866
SK0;Slovenská republika;muž;71;úplné stredné vzdelanie s maturitou všeobecné;pracujúci dôchodca;115
SK0;Slovenská republika;muž;71;úplné stredné vzdelanie s maturitou všeobecné;dôchodca;526
SK0;Slovenská republika;muž;71;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);pracujúci dôchodca;156
SK0;Slovenská republika;muž;71;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);dôchodca;551
SK0;Slovenská republika;muž;71;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);pracujúci dôchodca;34
SK0;Slovenská republika;muž;71;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);dôchodca;166
SK0;Slovenská republika;muž;71;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);pracujúci dôchodca;73
SK0;Slovenská republika;muž;71;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);dôchodca;147
SK0;Slovenská republika;muž;71;vysokoškolské vzdelanie (bližšie neuvedené);pracujúci dôchodca;1
SK0;Slovenská republika;muž;71;vysokoškolské vzdelanie (bližšie neuvedené);dôchodca;2
SK0;Slovenská republika;muž;71;vysokoškolské vzdelanie - 1. stupeň (Bc.);pracujúci dôchodca;24
SK0;Slovenská republika;muž;71;vysokoškolské vzdelanie - 1. stupeň (Bc.);dôchodca;79
SK0;Slovenská republika;muž;71;vysokoškolské vzdelanie - 1. stupeň (Bc.);príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;71;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";pracujúci dôchodca;1231
SK0;Slovenská republika;muž;71;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";dôchodca;2206
SK0;Slovenská republika;muž;71;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";príjemca kapitálových príjmov;2
SK0;Slovenská republika;muž;71;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";pracujúci dôchodca;228
SK0;Slovenská republika;muž;71;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";dôchodca;229
SK0;Slovenská republika;muž;71;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;71;bez školského vzdelania – osoby vo veku 15 rokov a viac;dôchodca;25
SK0;Slovenská republika;muž;72;nezistené;pracujúci dôchodca;51
SK0;Slovenská republika;muž;72;nezistené;dôchodca;516
SK0;Slovenská republika;muž;72;základné vzdelanie (bližšie neuvedené);pracujúci dôchodca;1
SK0;Slovenská republika;muž;72;základné vzdelanie (bližšie neuvedené);dôchodca;30
SK0;Slovenská republika;muž;72;základné vzdelanie - 1. stupeň základnej školy;pracujúci dôchodca;11
SK0;Slovenská republika;muž;72;základné vzdelanie - 1. stupeň základnej školy;dôchodca;229
SK0;Slovenská republika;muž;72;základné vzdelanie - 2. stupeň základnej školy;pracujúci dôchodca;108
SK0;Slovenská republika;muž;72;základné vzdelanie - 2. stupeň základnej školy;dôchodca;1354
SK0;Slovenská republika;muž;72;základné vzdelanie - 2. stupeň základnej školy;iná;2
SK0;Slovenská republika;muž;72;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);dôchodca;1
SK0;Slovenská republika;muž;72;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci dôchodca;36
SK0;Slovenská republika;muž;72;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);dôchodca;384
SK0;Slovenská republika;muž;72;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;pracujúci dôchodca;762
SK0;Slovenská republika;muž;72;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;dôchodca;6750
SK0;Slovenská republika;muž;72;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;pracujúci dôchodca;67
SK0;Slovenská republika;muž;72;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;dôchodca;521
SK0;Slovenská republika;muž;72;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;72;úplné stredné vzdelanie s maturitou (bližšie neuvedené);pracujúci dôchodca;3
SK0;Slovenská republika;muž;72;úplné stredné vzdelanie s maturitou (bližšie neuvedené);dôchodca;37
SK0;Slovenská republika;muž;72;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;pracujúci dôchodca;196
SK0;Slovenská republika;muž;72;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;dôchodca;1159
SK0;Slovenská republika;muž;72;úplné stredné vzdelanie s maturitou odborné;pracujúci dôchodca;558
SK0;Slovenská republika;muž;72;úplné stredné vzdelanie s maturitou odborné;dôchodca;2788
SK0;Slovenská republika;muž;72;úplné stredné vzdelanie s maturitou všeobecné;pracujúci dôchodca;112
SK0;Slovenská republika;muž;72;úplné stredné vzdelanie s maturitou všeobecné;dôchodca;551
SK0;Slovenská republika;muž;72;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);pracujúci dôchodca;153
SK0;Slovenská republika;muž;72;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);dôchodca;618
SK0;Slovenská republika;muž;72;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);pracujúci dôchodca;39
SK0;Slovenská republika;muž;72;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);dôchodca;129
SK0;Slovenská republika;muž;72;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);pracujúci dôchodca;45
SK0;Slovenská republika;muž;72;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);dôchodca;195
SK0;Slovenská republika;muž;72;vysokoškolské vzdelanie (bližšie neuvedené);pracujúci dôchodca;1
SK0;Slovenská republika;muž;72;vysokoškolské vzdelanie (bližšie neuvedené);dôchodca;1
SK0;Slovenská republika;muž;72;vysokoškolské vzdelanie - 1. stupeň (Bc.);pracujúci dôchodca;16
SK0;Slovenská republika;muž;72;vysokoškolské vzdelanie - 1. stupeň (Bc.);dôchodca;72
SK0;Slovenská republika;muž;72;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";pracujúci dôchodca;1107
SK0;Slovenská republika;muž;72;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";dôchodca;2185
SK0;Slovenská republika;muž;72;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";pracujúci dôchodca;217
SK0;Slovenská republika;muž;72;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";dôchodca;241
SK0;Slovenská republika;muž;72;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;72;bez školského vzdelania – osoby vo veku 15 rokov a viac;dôchodca;24
SK0;Slovenská republika;muž;73;nezistené;pracujúci dôchodca;42
SK0;Slovenská republika;muž;73;nezistené;dôchodca;504
SK0;Slovenská republika;muž;73;nezistené;príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;73;základné vzdelanie (bližšie neuvedené);dôchodca;18
SK0;Slovenská republika;muž;73;základné vzdelanie - 1. stupeň základnej školy;pracujúci dôchodca;11
SK0;Slovenská republika;muž;73;základné vzdelanie - 1. stupeň základnej školy;dôchodca;202
SK0;Slovenská republika;muž;73;základné vzdelanie - 2. stupeň základnej školy;pracujúci dôchodca;78
SK0;Slovenská republika;muž;73;základné vzdelanie - 2. stupeň základnej školy;dôchodca;1268
SK0;Slovenská republika;muž;73;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);dôchodca;1
SK0;Slovenská republika;muž;73;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci dôchodca;25
SK0;Slovenská republika;muž;73;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);dôchodca;384
SK0;Slovenská republika;muž;73;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;pracujúci dôchodca;578
SK0;Slovenská republika;muž;73;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;dôchodca;6241
SK0;Slovenská republika;muž;73;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;73;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;pracujúci dôchodca;82
SK0;Slovenská republika;muž;73;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;dôchodca;492
SK0;Slovenská republika;muž;73;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;73;úplné stredné vzdelanie s maturitou (bližšie neuvedené);pracujúci dôchodca;2
SK0;Slovenská republika;muž;73;úplné stredné vzdelanie s maturitou (bližšie neuvedené);dôchodca;38
SK0;Slovenská republika;muž;73;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;pracujúci dôchodca;172
SK0;Slovenská republika;muž;73;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;dôchodca;1161
SK0;Slovenská republika;muž;73;úplné stredné vzdelanie s maturitou odborné;pracujúci dôchodca;484
SK0;Slovenská republika;muž;73;úplné stredné vzdelanie s maturitou odborné;dôchodca;2453
SK0;Slovenská republika;muž;73;úplné stredné vzdelanie s maturitou odborné;príjemca kapitálových príjmov;2
SK0;Slovenská republika;muž;73;úplné stredné vzdelanie s maturitou všeobecné;pracujúci dôchodca;94
SK0;Slovenská republika;muž;73;úplné stredné vzdelanie s maturitou všeobecné;dôchodca;519
SK0;Slovenská republika;muž;73;úplné stredné vzdelanie s maturitou všeobecné;príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;73;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);pracujúci dôchodca;106
SK0;Slovenská republika;muž;73;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);dôchodca;544
SK0;Slovenská republika;muž;73;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);pracujúci dôchodca;31
SK0;Slovenská republika;muž;73;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);dôchodca;153
SK0;Slovenská republika;muž;73;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);pracujúci dôchodca;35
SK0;Slovenská republika;muž;73;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);dôchodca;174
SK0;Slovenská republika;muž;73;vysokoškolské vzdelanie (bližšie neuvedené);pracujúci dôchodca;2
SK0;Slovenská republika;muž;73;vysokoškolské vzdelanie (bližšie neuvedené);dôchodca;1
SK0;Slovenská republika;muž;73;vysokoškolské vzdelanie - 1. stupeň (Bc.);pracujúci dôchodca;22
SK0;Slovenská republika;muž;73;vysokoškolské vzdelanie - 1. stupeň (Bc.);dôchodca;62
SK0;Slovenská republika;muž;73;vysokoškolské vzdelanie - 1. stupeň (Bc.);príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;73;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";pracujúci dôchodca;865
SK0;Slovenská republika;muž;73;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";dôchodca;2057
SK0;Slovenská republika;muž;73;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";príjemca kapitálových príjmov;2
SK0;Slovenská republika;muž;73;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";pracujúci dôchodca;173
SK0;Slovenská republika;muž;73;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";dôchodca;224
SK0;Slovenská republika;muž;73;bez školského vzdelania – osoby vo veku 15 rokov a viac;dôchodca;29
SK0;Slovenská republika;muž;74;nezistené;pracujúci dôchodca;24
SK0;Slovenská republika;muž;74;nezistené;dôchodca;384
SK0;Slovenská republika;muž;74;základné vzdelanie (bližšie neuvedené);pracujúci dôchodca;1
SK0;Slovenská republika;muž;74;základné vzdelanie (bližšie neuvedené);dôchodca;19
SK0;Slovenská republika;muž;74;základné vzdelanie - 1. stupeň základnej školy;pracujúci dôchodca;10
SK0;Slovenská republika;muž;74;základné vzdelanie - 1. stupeň základnej školy;dôchodca;177
SK0;Slovenská republika;muž;74;základné vzdelanie - 2. stupeň základnej školy;pracujúci dôchodca;72
SK0;Slovenská republika;muž;74;základné vzdelanie - 2. stupeň základnej školy;dôchodca;1013
SK0;Slovenská republika;muž;74;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci dôchodca;22
SK0;Slovenská republika;muž;74;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);dôchodca;281
SK0;Slovenská republika;muž;74;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;pracujúci dôchodca;402
SK0;Slovenská republika;muž;74;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;dôchodca;4762
SK0;Slovenská republika;muž;74;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;pracujúci dôchodca;33
SK0;Slovenská republika;muž;74;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;dôchodca;376
SK0;Slovenská republika;muž;74;úplné stredné vzdelanie s maturitou (bližšie neuvedené);pracujúci dôchodca;2
SK0;Slovenská republika;muž;74;úplné stredné vzdelanie s maturitou (bližšie neuvedené);dôchodca;34
SK0;Slovenská republika;muž;74;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;pracujúci dôchodca;107
SK0;Slovenská republika;muž;74;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;dôchodca;871
SK0;Slovenská republika;muž;74;úplné stredné vzdelanie s maturitou odborné;pracujúci dôchodca;373
