"Kód okresu";"Názov okresu";"Pohlavie";"Ekonomické vekové skupiny";"Vzdelanie";"abs."
SK0103;Okres Bratislava III;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);87
SK0103;Okres Bratislava III;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;889
SK0103;Okres Bratislava III;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;96
SK0103;Okres Bratislava III;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);13
SK0103;Okres Bratislava III;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;260
SK0103;Okres Bratislava III;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;697
SK0103;Okres Bratislava III;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;168
SK0103;Okres Bratislava III;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);193
SK0103;Okres Bratislava III;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);30
SK0103;Okres Bratislava III;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);93
SK0103;Okres Bratislava III;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);5
SK0103;Okres Bratislava III;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);49
SK0103;Okres Bratislava III;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";1899
SK0103;Okres Bratislava III;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";447
SK0103;Okres Bratislava III;muž;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;4
SK0103;Okres Bratislava III;žena;predproduktívny vek (0-14 rokov);dôverné;1
SK0103;Okres Bratislava III;žena;predproduktívny vek (0-14 rokov);nezistené;89
SK0103;Okres Bratislava III;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;1400
SK0103;Okres Bratislava III;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 2. stupeň základnej školy;12
SK0103;Okres Bratislava III;žena;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;4506
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);dôverné;47
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);nezistené;1537
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);8
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;158
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;1471
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);13
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);223
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;1118
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;263
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);22
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;619
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;3194
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;1876
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);699
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);251
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);303
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);6
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);1235
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";11130
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";921
SK0103;Okres Bratislava III;žena;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;28
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);dôverné;5
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);nezistené;454
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);11
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;68
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;737
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);201
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;858
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;305
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);21
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;216
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;1686
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;853
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);321
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);158
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);122
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);3
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);64
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";1943
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";357
SK0103;Okres Bratislava III;žena;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;3
SK0104;Okres Bratislava IV;muž;predproduktívny vek (0-14 rokov);nezistené;84
SK0104;Okres Bratislava IV;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;2132
SK0104;Okres Bratislava IV;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 2. stupeň základnej školy;2
SK0104;Okres Bratislava IV;muž;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;6246
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);dôverné;49
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);nezistené;2262
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);18
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;326
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;2320
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);93
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);314
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;2881
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;543
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);21
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;1930
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;4695
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;2507
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie (bližšie neuvedené);1
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);1367
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);163
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);263
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);4
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);1461
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";11728
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";1384
SK0104;Okres Bratislava IV;muž;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;66
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);dôverné;19
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);nezistené;344
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);1
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;29
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;211
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);1
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);90
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;1180
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;130
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);19
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;303
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;869
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;212
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);267
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);70
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);128
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);6
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);60
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";2695
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";749
SK0104;Okres Bratislava IV;muž;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;4
SK0104;Okres Bratislava IV;žena;predproduktívny vek (0-14 rokov);dôverné;1
SK0104;Okres Bratislava IV;žena;predproduktívny vek (0-14 rokov);nezistené;71
SK0104;Okres Bratislava IV;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;2045
SK0104;Okres Bratislava IV;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 2. stupeň základnej školy;11
SK0104;Okres Bratislava IV;žena;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;5866
SK0104;Okres Bratislava IV;žena;produktívny vek (15-64 rokov);dôverné;29
SK0104;Okres Bratislava IV;žena;produktívny vek (15-64 rokov);nezistené;1655
SK0104;Okres Bratislava IV;žena;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);13
SK0104;Okres Bratislava IV;žena;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;228
SK0104;Okres Bratislava IV;žena;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;2071
SK0104;Okres Bratislava IV;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);24
SK0104;Okres Bratislava IV;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);245
SK0104;Okres Bratislava IV;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;1637
SK0104;Okres Bratislava IV;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;361
SK0104;Okres Bratislava IV;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);22
SK0104;Okres Bratislava IV;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;945
SK0104;Okres Bratislava IV;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;5011
SK0104;Okres Bratislava IV;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;2865
SK0104;Okres Bratislava IV;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie (bližšie neuvedené);1
SK0104;Okres Bratislava IV;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);1068
